,candidate,cnpj,date,department,expense,partido,provider,sequential_id,value
4177,TONINHO PAIVA,62.067.384/0001-17,2017-11-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PR,PAPELARIA ESTADÃO LTDA.,250000022111.0,771.5
4178,TONINHO PAIVA,02.558.157/0001-62,2017-11-01,GABINETE DE VEREADOR,TELEFONE FIXO,PR,TELEFONICA BRASIL S/A,250000022111.0,193.1
4179,TONINHO PAIVA,02.558.157/0001-62,2017-11-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PR,TELEFONICA BRASIL S/A,250000022111.0,494.68
4180,TONINHO PAIVA,00.533.599/0001-29,2017-12-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO FENIX LTDA,250000022111.0,1182.76
4181,TONINHO PAIVA,18.588.528/0001-99,2017-12-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PR,ARTE LU E RO GRAFICA EIRELI,250000022111.0,3100.0
4182,TONINHO PAIVA,24.779.279/0001-11,2017-12-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,VALIENTE RODRIGUES SOCIEDADE INDIVIDUAL DE ADVOCACIA EIRELI,250000022111.0,4195.0
4183,TONINHO PAIVA,67.002.329/0001-62,2017-12-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022111.0,940.0
4184,TONINHO PAIVA,50.176.288/0001-28,2017-12-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022111.0,4784.08
4185,TONINHO PAIVA,50.176.288/0001-28,2017-12-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022111.0,2101.17
4186,TONINHO PAIVA,43.283.811/0177-10,2017-12-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PR,KALUNGA COM. E IND. GRÁFICA LTDA,250000022111.0,113.5
4187,TONINHO PAIVA,02.558.157/0001-62,2017-12-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PR,TELEFONICA BRASIL S/A,250000022111.0,517.85
4188,TONINHO VESPOLI,60.579.703/0031-63,2017-01-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSOL,EMPRESA FOLHA DA MANHÃ S.A.,250000014868.0,1077.0
4189,TONINHO VESPOLI,43.234.889/0001-84,2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,296.0
4190,TONINHO VESPOLI,07.691.829/0001-27,2017-01-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,FORMA CERTA GRAFICA  DIGITAL LTDA,250000014868.0,3391.67
4191,TONINHO VESPOLI,26.654.917/0001-01,2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSOL,THAMIRES CRISTINA DA SILVA,250000014868.0,2477.5
4192,TONINHO VESPOLI,43.283.811/0101-12,2017-01-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,KALUNGA COM. E IND. GRAFICA LTDA,250000014868.0,367.5
4193,TONINHO VESPOLI,02.558.157/0001-62,2017-01-01,GABINETE DE VEREADOR,TELEFONE FIXO,PSOL,TELEFONICA BRASIL S/A,250000014868.0,168.82
4194,TONINHO VESPOLI,05.423.963/0026-70,2017-01-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSOL,OI MÓVEL S.A.,250000014868.0,169.89
4195,TONINHO VESPOLI,43.234.889/0001-84,2017-02-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,210.0
4196,TONINHO VESPOLI,07.691.829/0001-27,2017-02-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,FORMA CERTA GRAFICA  DIGITAL LTDA,250000014868.0,1160.0
4197,TONINHO VESPOLI,06.226.820/0001-82,2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,CENTER PAPEIS COMERCIAL LTDA.,250000014868.0,1799.85
4198,TONINHO VESPOLI,43.283.811/0139-95,2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,KALUNGA COMÉRCIO INDUSTRIA GRÁFICA LTDA,250000014868.0,292.8
4199,TONINHO VESPOLI,02.558.157/0001-62,2017-02-01,GABINETE DE VEREADOR,TELEFONE FIXO,PSOL,TELEFONICA BRASIL S/A,250000014868.0,168.82
4200,TONINHO VESPOLI,05.423.963/0026-70,2017-02-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSOL,OI MÓVEL S.A.,250000014868.0,177.24
4201,TONINHO VESPOLI,43.234.889/0001-84,2017-03-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,136.0
4202,TONINHO VESPOLI,61.533.949/0001-41,2017-04-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSOL,S.A O ESTADO DE S. PAULO,250000014868.0,990.08
4203,TONINHO VESPOLI,43.234.889/0001-84,2017-04-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,424.0
4204,TONINHO VESPOLI,07.691.829/0001-27,2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,FORMA CERTA GRAFICA  DIGITAL LTDA,250000014868.0,3008.0
4205,TONINHO VESPOLI,06.226.820/0001-82,2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,CENTER PAPEIS COMERCIAL LTDA.,250000014868.0,1799.85
4206,TONINHO VESPOLI,43.283.811/0112-75,2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,KALUNGA COM. E IND. GRÁFICA LTDA.,250000014868.0,316.4
4207,TONINHO VESPOLI,02.558.157/0001-62,2017-04-01,GABINETE DE VEREADOR,TELEFONE FIXO,PSOL,TELEFONICA BRASIL S/A,250000014868.0,168.82
4208,TONINHO VESPOLI,05.423.963/0026-70,2017-04-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSOL,OI MÓVEL S.A.,250000014868.0,177.24
4209,TONINHO VESPOLI,43.234.889/0001-84,2017-05-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,390.0
4210,TONINHO VESPOLI,07.691.829/0001-27,2017-05-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,FORMA CERTA GRAFICA  DIGITAL LTDA,250000014868.0,7785.68
4211,TONINHO VESPOLI,34.028.316/2913-29,2017-05-01,GABINETE DE VEREADOR,CORREIOS,PSOL,ECT - EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS,250000014868.0,8000.0
4212,TONINHO VESPOLI,61.365.284/0107-62,2017-05-01,GABINETE DE VEREADOR,LIVROS,PSOL,SARAIVA E SICILIANO S/A,250000014868.0,417.12
4213,TONINHO VESPOLI,62.410.352/0006-87,2017-05-01,GABINETE DE VEREADOR,LIVROS,PSOL,LIVRARIA CULTURA s/a,250000014868.0,562.9
4214,TONINHO VESPOLI,43.283.811/0085-68,2017-05-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,KALUNGA COM.E IND.GRÁFICA LTDA,250000014868.0,131.7
4215,TONINHO VESPOLI,61.365.284/0107-62,2017-05-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,SARAIVA E SICILIANO S/A,250000014868.0,8.9
4216,TONINHO VESPOLI,02.558.157/0001-62,2017-05-01,GABINETE DE VEREADOR,TELEFONE FIXO,PSOL,TELEFONICA BRASIL S/A,250000014868.0,168.82
4217,TONINHO VESPOLI,05.423.963/0026-70,2017-05-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSOL,OI MÓVEL S.A.,250000014868.0,177.24
4218,TONINHO VESPOLI,43.234.889/0001-84,2017-06-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,414.0
4219,TONINHO VESPOLI,07.691.829/0001-27,2017-06-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,FORMA CERTA GRAFICA  DIGITAL LTDA,250000014868.0,8000.0
4220,TONINHO VESPOLI,43.234.889/0001-84,2017-06-01,GABINETE DE VEREADOR,LUBRIFICANTE,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,15.99
4221,TONINHO VESPOLI,06.226.820/0001-82,2017-06-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,CENTER PAPEIS COMERCIAL LTDA.,250000014868.0,1258.45
4222,TONINHO VESPOLI,43.283.811/0177-10,2017-06-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,KALUNGA COM. E IND. GRÁFICA LTDA,250000014868.0,116.8
4223,TONINHO VESPOLI,01.677.543/0001-00,2017-06-01,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),PSOL,GRAPHICS GROUP GRAFICA E COPIADORA LTDA,250000014868.0,250.0
4224,TONINHO VESPOLI,02.558.157/0001-62,2017-06-01,GABINETE DE VEREADOR,TELEFONE FIXO,PSOL,TELEFONICA BRASIL S/A,250000014868.0,168.82
4225,TONINHO VESPOLI,05.423.963/0026-70,2017-06-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSOL,OI MÓVEL S.A.,250000014868.0,177.24
4226,TONINHO VESPOLI,43.234.889/0001-84,2017-07-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,380.0
4227,TONINHO VESPOLI,07.691.829/0001-27,2017-07-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,FORMA CERTA GRAFICA  DIGITAL LTDA,250000014868.0,6860.0
4228,TONINHO VESPOLI,49.557.960/0001-46,2017-07-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSOL,KITANI LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS LTDA,250000014868.0,475.72
4229,TONINHO VESPOLI,06.226.820/0001-82,2017-07-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,CENTER PAPEIS COMERCIAL LTDA.,250000014868.0,1799.85
4230,TONINHO VESPOLI,02.558.157/0001-62,2017-07-01,GABINETE DE VEREADOR,TELEFONE FIXO,PSOL,TELEFONICA BRASIL S/A,250000014868.0,168.82
4231,TONINHO VESPOLI,05.423.963/0026-70,2017-07-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSOL,OI MÓVEL S.A.,250000014868.0,183.14
4232,TONINHO VESPOLI,43.234.889/0001-84,2017-08-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,800.0
4233,TONINHO VESPOLI,01.677.543/0001-00,2017-08-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,GRAPHICS GROUP GRAFICA E COPIADORA LTDA,250000014868.0,170.0
4234,TONINHO VESPOLI,07.691.829/0001-27,2017-08-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,FORMA CERTA GRAFICA  DIGITAL LTDA,250000014868.0,6969.0
4235,TONINHO VESPOLI,18.152.664/0001-31,2017-08-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSOL,WILQ VICENTE DOS SANTOS -ME,250000014868.0,3550.0
4236,TONINHO VESPOLI,06.226.820/0001-82,2017-08-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,CENTER PAPEIS COMERCIAL LTDA.,250000014868.0,2426.55
4237,TONINHO VESPOLI,02.558.157/0001-62,2017-08-01,GABINETE DE VEREADOR,TELEFONE FIXO,PSOL,TELEFONICA BRASIL S/A,250000014868.0,169.06
4238,TONINHO VESPOLI,05.423.963/0026-70,2017-08-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSOL,OI MÓVEL S.A.,250000014868.0,194.97
4239,TONINHO VESPOLI,26.201.572/0001-22,2017-09-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,RRJF AUTO POSTO LTDA,250000014868.0,69.99
4240,TONINHO VESPOLI,43.234.889/0001-84,2017-09-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,340.0
4241,TONINHO VESPOLI,07.691.829/0001-27,2017-09-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,FORMA CERTA GRAFICA  DIGITAL LTDA,250000014868.0,7667.5
4242,TONINHO VESPOLI,50.176.288/0001-28,2017-09-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSOL,CAMARA MUNICIPAL DE SÃO PAULO,250000014868.0,13.45
4243,TONINHO VESPOLI,49.557.960/0001-46,2017-09-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSOL,KITANI LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS LTDA,250000014868.0,1607.36
4244,TONINHO VESPOLI,43.283.811/0085-68,2017-09-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,KALUNGA COM.E IND.GRÁFICA LTDA,250000014868.0,949.3
4245,TONINHO VESPOLI,02.558.157/0001-62,2017-09-01,GABINETE DE VEREADOR,TELEFONE FIXO,PSOL,TELEFONICA BRASIL S/A,250000014868.0,169.88
4246,TONINHO VESPOLI,05.423.963/0026-70,2017-09-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSOL,OI MÓVEL S.A.,250000014868.0,181.29
4247,TONINHO VESPOLI,43.234.889/0001-84,2017-10-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,760.0
4248,TONINHO VESPOLI,07.691.829/0001-27,2017-10-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,FORMA CERTA GRAFICA  DIGITAL LTDA,250000014868.0,5050.0
4249,TONINHO VESPOLI,57.642.381/0001-20,2017-10-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,OLIGRAFICA COMERCIO E INDUSTRIA GRAFICA LTDA-ME,250000014868.0,2355.0
4250,TONINHO VESPOLI,01.677.543/0001-00,2017-10-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,GRAPHICS GROUP GRAFICA E COPIADORA LTDA,250000014868.0,84.0
4251,TONINHO VESPOLI,06.226.820/0001-82,2017-10-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,CENTER PAPEIS COMERCIAL LTDA.,250000014868.0,488.15
4252,TONINHO VESPOLI,02.558.157/0001-62,2017-10-01,GABINETE DE VEREADOR,TELEFONE FIXO,PSOL,TELEFONICA BRASIL S/A,250000014868.0,169.88
4253,TONINHO VESPOLI,05.423.963/0026-70,2017-10-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSOL,OI MÓVEL S.A.,250000014868.0,194.97
4254,TONINHO VESPOLI,43.234.889/0001-84,2017-11-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,670.0
4255,TONINHO VESPOLI,07.691.829/0001-27,2017-11-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,FORMA CERTA GRAFICA  DIGITAL LTDA,250000014868.0,7709.5
4256,TONINHO VESPOLI,50.176.288/0001-28,2017-11-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSOL,CAMARA MUNICIPAL DE SÃO PAULO,250000014868.0,21.35
4257,TONINHO VESPOLI,49.557.960/0001-46,2017-11-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSOL,KITANI LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS LTDA,250000014868.0,704.24
4258,TONINHO VESPOLI,06.226.820/0001-82,2017-11-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSOL,CENTER PAPEIS COMERCIAL LTDA.,250000014868.0,1943.2
4259,TONINHO VESPOLI,02.558.157/0001-62,2017-11-01,GABINETE DE VEREADOR,TELEFONE FIXO,PSOL,TELEFONICA BRASIL S/A,250000014868.0,169.88
4260,TONINHO VESPOLI,05.423.963/0026-70,2017-11-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSOL,OI MÓVEL S.A.,250000014868.0,194.97
4261,TONINHO VESPOLI,43.234.889/0001-84,2017-12-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSOL,AUTO POSTO GUAIRACA LTDA,250000014868.0,760.0
4262,TONINHO VESPOLI,07.691.829/0001-27,2017-12-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,FORMA CERTA GRAFICA  DIGITAL LTDA,250000014868.0,7500.0
4263,TONINHO VESPOLI,57.642.381/0001-20,2017-12-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSOL,OLIGRAFICA COMERCIO E INDUSTRIA GRAFICA LTDA-ME,250000014868.0,325.0
4264,TONINHO VESPOLI,50.176.288/0001-28,2017-12-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSOL,CAMARA MUNICIPAL DE SÃO PAULO,250000014868.0,5120.49
4265,TONINHO VESPOLI,49.557.960/0001-46,2017-12-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSOL,KITANI LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS LTDA,250000014868.0,1125.24
4266,TONINHO VESPOLI,02.558.157/0001-62,2017-12-01,GABINETE DE VEREADOR,TELEFONE FIXO,PSOL,TELEFONICA BRASIL S/A,250000014868.0,169.88
4267,TONINHO VESPOLI,05.423.963/0026-70,2017-12-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSOL,OI MÓVEL S.A.,250000014868.0,195.27
4268,ZÉ TURIN,02.646.144/0001-45,2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,PHS,AUTO POSTO NOVO CENTRO LTDA,250000010863.0,30.0
4269,ZÉ TURIN,05.468.615/0001-60,2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,PHS,AUTO POSTO GRANERO LTDA.,250000010863.0,620.45
4270,ZÉ TURIN,13.474.355/0001-64,2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PHS,A BORGES COMUNICAÇÃO PRODUÇÃO E EVENTOS LTDA,250000010863.0,7928.0
4271,ZÉ TURIN,50.176.288/0001-28,2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PHS,CAMARA MUNICIPAL DE SÃO PAULO,250000010863.0,980.55
4272,ZÉ TURIN,20.337.161/0001-82,2017-01-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PHS,BRIX CONSTRUÇÕES E SERVIÇOS,250000010863.0,500.0
4273,ZÉ TURIN,06.226.361/0001-37,2017-01-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PHS,MAJU GRAF GRAFICA LTDA ME,250000010863.0,252.71
4274,ZÉ TURIN,05.468.615/0001-60,2017-02-01,GABINETE DE VEREADOR,COMBUSTIVEL,PHS,AUTO POSTO GRANERO LTDA.,250000010863.0,699.05
4275,ZÉ TURIN,13.474.355/0001-64,2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PHS,A BORGES COMUNICAÇÃO PRODUÇÃO E EVENTOS LTDA,250000010863.0,7928.0
4276,ZÉ TURIN,50.176.288/0001-28,2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PHS,CAMARA MUNICIPAL DE SÃO PAULO,250000010863.0,2101.17
4277,ZÉ TURIN,20.337.161/0001-82,2017-02-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PHS,BRIX CONSTRUÇÕES E SERVIÇOS,250000010863.0,500.0
4278,ZÉ TURIN,06.226.820/0001-82,2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PHS,CENTER PAPEIS COMERCIAL LTDA.,250000010863.0,1986.85
4279,ZÉ TURIN,11.045.359/0001-00,2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PHS,CESAR VIEIRA MENDES ME,250000010863.0,6000.0
4280,ZÉ TURIN,60.579.703/0031-63,2017-03-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PHS,EMPRESA FOLHA DA MANHÃ S.A.,250000010863.0,803.4
4281,ZÉ TURIN,05.468.615/0001-60,2017-03-01,GABINETE DE VEREADOR,COMBUSTIVEL,PHS,AUTO POSTO GRANERO LTDA.,250000010863.0,929.49
4282,ZÉ TURIN,11.045.359/0001-00,2017-03-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PHS,CESAR VIEIRA MENDES ME,250000010863.0,8000.0
4283,ZÉ TURIN,13.474.355/0001-64,2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PHS,A BORGES COMUNICAÇÃO PRODUÇÃO E EVENTOS LTDA,250000010863.0,8000.0
4284,ZÉ TURIN,50.176.288/0001-28,2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PHS,CAMARA MUNICIPAL DE SÃO PAULO,250000010863.0,22.3
4285,ZÉ TURIN,50.176.288/0001-28,2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PHS,CAMARA MUNICIPAL DE SÃO PAULO,250000010863.0,2101.17
4286,ZÉ TURIN,50.176.288/0001-28,2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),PHS,CAMARA MUNICIPAL DE SÃO PAULO,250000010863.0,2.7
4287,ZÉ TURIN,20.337.161/0001-82,2017-03-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PHS,BRIX CONSTRUÇÕES E SERVIÇOS,250000010863.0,500.0
4288,ZÉ TURIN,06.226.820/0001-82,2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PHS,CENTER PAPEIS COMERCIAL LTDA.,250000010863.0,1788.45
4289,ZÉ TURIN,07.487.821/0001-43,2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PHS,GABARITO COM. DE PLACAS E CARIMBOS LTDA-ME,250000010863.0,15.0
4290,ZÉ TURIN,61.533.949/0001-41,2017-04-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PHS,S.A O ESTADO DE S. PAULO,250000010863.0,50.5
4291,ZÉ TURIN,05.468.615/0001-60,2017-04-01,GABINETE DE VEREADOR,COMBUSTIVEL,PHS,AUTO POSTO GRANERO LTDA.,250000010863.0,267.01
4292,ZÉ TURIN,11.045.359/0001-00,2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PHS,CESAR VIEIRA MENDES ME,250000010863.0,5000.0
4293,ZÉ TURIN,11.780.034/0001-62,2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PHS,ERNANDES Q BOAVENTURA IMAGENS GRAFICAS,250000010863.0,2000.0
4294,ZÉ TURIN,13.474.355/0001-64,2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PHS,A BORGES COMUNICAÇÃO PRODUÇÃO E EVENTOS LTDA,250000010863.0,8000.0
4295,ZÉ TURIN,50.176.288/0001-28,2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PHS,CAMARA MUNICIPAL DE SÃO PAULO,250000010863.0,13.6
4296,ZÉ TURIN,50.176.288/0001-28,2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PHS,CAMARA MUNICIPAL DE SÃO PAULO,250000010863.0,2101.17
4297,ZÉ TURIN,20.337.161/0001-82,2017-04-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PHS,BRIX CONSTRUÇÕES E SERVIÇOS,250000010863.0,500.0
4298,ZÉ TURIN,06.226.820/0001-82,2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PHS,CENTER PAPEIS COMERCIAL LTDA.,250000010863.0,1226.75
4299,ZÉ TURIN,02.558.157/0001-62,2017-04-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PHS,TELEFONICA BRASIL S/A,250000010863.0,179.64
4300,ZÉ TURIN,05.468.615/0001-60,2017-05-01,GABINETE DE VEREADOR,COMBUSTIVEL,PHS,AUTO POSTO GRANERO LTDA.,250000010863.0,1444.89
4301,ZÉ TURIN,11.045.359/0001-00,2017-05-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PHS,CESAR VIEIRA MENDES ME,250000010863.0,7850.0
