,date,candidate,department,expense,value,provider,CNPJ,sequential_id
2970,2017-04-01,RODRIGO GOULART,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,764.75,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000020852
2971,2017-04-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE MOVEL,249.99,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020852
2972,2017-05-01,RODRIGO GOULART,GABINETE DE VEREADOR,COMBUSTIVEL,528.5,AUTO POSTO PORTAL DE INTERLAGOS LTDA,10.203.913/0001-69,250000020852
2973,2017-05-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,750.0,INOUTNET INFORMATICA LTDA ME,09.531.721/0001-00,250000020852
2974,2017-05-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,6070.0,DANIEL GONÇALVES DE MEDEIROS - ME,13.896.434/0001-63,250000020852
2975,2017-05-01,RODRIGO GOULART,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,48.4,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020852
2976,2017-05-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,700.0,GLOBALNESS COMERCIAL LTDA,10.848.194/0001-33,250000020852
2977,2017-05-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE VEÍCULOS,2101.17,NEVADA RENT A CAR LTDA,58.488.099/0001-00,250000020852
2978,2017-05-01,RODRIGO GOULART,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,350.0,CREATIVE COPIAS LTDA,03.769.753/0002-35,250000020852
2979,2017-05-01,RODRIGO GOULART,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,236.5,KALUNGA COMÉRCIO INDUSTRIA GRÁFICA LTDA,43.283.811/0139-95,250000020852
2980,2017-05-01,RODRIGO GOULART,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,496.63,COMERCIAL GRAPA LTDA - EPP GRAPA HIGIENE E LIMPEZA,72.983.315/0001-07,250000020852
2981,2017-05-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE FIXO,164.79,CLARO S.A.,40.432.544/0001-47,250000020852
2982,2017-05-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE MOVEL,369.97,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020852
2983,2017-06-01,RODRIGO GOULART,GABINETE DE VEREADOR,COMBUSTIVEL,464.1,AUTO POSTO PORTAL DE INTERLAGOS LTDA,10.203.913/0001-69,250000020852
2984,2017-06-01,RODRIGO GOULART,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7200.0,PAPERGRAF FOTOLITO E EDITORA LTDA,00.924.420/0001-64,250000020852
2985,2017-06-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,750.0,INOUTNET INFORMATICA LTDA ME,09.531.721/0001-00,250000020852
2986,2017-06-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,6070.0,DANIEL GONÇALVES DE MEDEIROS - ME,13.896.434/0001-63,250000020852
2987,2017-06-01,RODRIGO GOULART,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,119.42,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020852
2988,2017-06-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,700.0,GLOBALNESS COMERCIAL LTDA,10.848.194/0001-33,250000020852
2989,2017-06-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE VEÍCULOS,2101.17,NEVADA RENT A CAR LTDA,58.488.099/0001-00,250000020852
2990,2017-06-01,RODRIGO GOULART,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,212.45,CREATIVE COPIAS LTDA,03.769.753/0002-35,250000020852
2991,2017-06-01,RODRIGO GOULART,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,237.4,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000020852
2992,2017-06-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE FIXO,164.79,CLARO S.A.,40.432.544/0001-47,250000020852
2993,2017-06-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE MOVEL,1202.51,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020852
2994,2017-07-01,RODRIGO GOULART,GABINETE DE VEREADOR,COMBUSTIVEL,756.52,AUTO POSTO PORTAL DE INTERLAGOS LTDA,10.203.913/0001-69,250000020852
2995,2017-07-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,750.0,INOUTNET INFORMATICA LTDA ME,09.531.721/0001-00,250000020852
2996,2017-07-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,7167.0,DANIEL GONÇALVES DE MEDEIROS - ME,13.896.434/0001-63,250000020852
2997,2017-07-01,RODRIGO GOULART,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,46.8,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020852
2998,2017-07-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,700.0,GLOBALNESS COMERCIAL LTDA,10.848.194/0001-33,250000020852
2999,2017-07-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE VEÍCULOS,2101.17,NEVADA RENT A CAR LTDA,58.488.099/0001-00,250000020852
3000,2017-07-01,RODRIGO GOULART,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,345.2,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000020852
3001,2017-07-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE FIXO,174.79,CLARO S.A.,40.432.544/0001-47,250000020852
3002,2017-07-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE MOVEL,263.79,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020852
3003,2017-08-01,RODRIGO GOULART,GABINETE DE VEREADOR,COMBUSTIVEL,829.08,AUTO POSTO PORTAL DE INTERLAGOS LTDA,10.203.913/0001-69,250000020852
3004,2017-08-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,750.0,INOUTNET INFORMATICA LTDA ME,09.531.721/0001-00,250000020852
3005,2017-08-01,RODRIGO GOULART,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1000.0,AUDREY TROTTA INFORMATICA LTDA,17.703.194/0001-94,250000020852
3006,2017-08-01,RODRIGO GOULART,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,45.75,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020852
3007,2017-08-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,700.0,GLOBALNESS COMERCIAL LTDA,10.848.194/0001-33,250000020852
3008,2017-08-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE VEÍCULOS,2101.17,NEVADA RENT A CAR LTDA,58.488.099/0001-00,250000020852
3009,2017-08-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE FIXO,164.79,CLARO S.A.,40.432.544/0001-47,250000020852
3010,2017-08-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE MOVEL,256.89,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020852
3011,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,89.9,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,250000020852
3012,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,COMBUSTIVEL,736.15,AUTO POSTO PORTAL DE INTERLAGOS LTDA,10.203.913/0001-69,250000020852
3013,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7880.0,PAPERGRAF FOTOLITO E EDITORA LTDA,00.924.420/0001-64,250000020852
3014,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,750.0,INOUTNET INFORMATICA LTDA ME,09.531.721/0001-00,250000020852
3015,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,VITORINO & MENDONÇA LTDA EPP,26.983.273/0001-97,250000020852
3016,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,4000.0,VITORINO & MENDONÇA LTDA EPP,26.983.273/0001-97,250000020852
3017,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,38.55,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020852
3018,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,700.0,GLOBALNESS COMERCIAL LTDA,10.848.194/0001-33,250000020852
3019,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE VEÍCULOS,2101.17,NEVADA RENT A CAR LTDA,58.488.099/0001-00,250000020852
3020,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,768.1,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000020852
3021,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),800.0,PAPERGRAF FOTOLITO E EDITORA LTDA,00.924.420/0001-64,250000020852
3022,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE FIXO,167.87,CLARO S.A.,40.432.544/0001-47,250000020852
3023,2017-09-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE MOVEL,256.89,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020852
3024,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,89.9,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,250000020852
3025,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,COMBUSTIVEL,909.5,AUTO POSTO PORTAL DE INTERLAGOS LTDA,10.203.913/0001-69,250000020852
3026,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,5000.0,PAPERGRAF FOTOLITO E EDITORA LTDA,00.924.420/0001-64,250000020852
3027,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2000.0,SUGGESTIVA COMUNICAÇÃO SOCIEDADE SIMPLES LTDA,07.287.608/0001-98,250000020852
3028,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,750.0,INOUTNET INFORMATICA LTDA ME,09.531.721/0001-00,250000020852
3029,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,VITORINO & MENDONÇA LTDA EPP,26.983.273/0001-97,250000020852
3030,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,4000.0,VITORINO & MENDONÇA LTDA EPP,26.983.273/0001-97,250000020852
3031,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,47.7,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020852
3032,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),0.08,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020852
3033,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,850.0,GLOBALNESS COMERCIAL LTDA,10.848.194/0001-33,250000020852
3034,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,LOCAÇÃO DE VEÍCULOS,2101.17,NEVADA RENT A CAR LTDA,58.488.099/0001-00,250000020852
3035,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,653.1,CREATIVE COPIAS LTDA,03.769.753/0002-35,250000020852
3036,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,351.0,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000020852
3037,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,172.8,KALUNGA COMÉRCIO INDUSTRIA GRÁFICA LTDA,43.283.811/0139-95,250000020852
3038,2017-10-01,RODRIGO GOULART,GABINETE DE VEREADOR,TELEFONE MOVEL,256.89,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020852
3039,2017-01-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,1050.59,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
3040,2017-01-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,988.8,KALUNGA COM. E IND. GRAFICA LTDA,43.283.811/0101-12,250000020854
3041,2017-02-01,RUTE COSTA,GABINETE DE VEREADOR,COMBUSTIVEL,792.0,AUTO POSTO TUPI LTDA.,63.045.884/0001-10,250000020854
3042,2017-02-01,RUTE COSTA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6837.9,LIBERALINA FREIRE MOURA ME,25.217.978/0001-30,250000020854
3043,2017-02-01,RUTE COSTA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,708.57,SOLARYS SOLUÇÕES DIGITAIS LTDA-ME,08.648.207/0001-89,250000020854
3044,2017-02-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,20.11,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
3045,2017-02-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
3046,2017-02-01,RUTE COSTA,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,1780.0,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,22.392.165/0001-99,250000020854
3047,2017-02-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,450.0,JOSEFA ARENA THOMAZ ME,25.311.877/0001-24,250000020854
3048,2017-02-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,789.99,KALUNGA COM. E IND. GRAFICA LTDA,43.283.811/0101-12,250000020854
3049,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,499.0,EDITORA CONFIANÇA LTDA.,04.735.670/0001-07,250000020854
3050,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,1139.4,EMPRESA FOLHA DA MANHÃ S.A.,60.579.703/0031-63,250000020854
3051,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,COMBUSTIVEL,638.0,AUTO POSTO TUPI LTDA.,63.045.884/0001-10,250000020854
3052,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1020.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,250000020854
3053,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6900.0,LIBERALINA FREIRE MOURA ME,25.217.978/0001-30,250000020854
3054,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,715.0,SOLARYS SOLUÇÕES DIGITAIS LTDA-ME,08.648.207/0001-89,250000020854
3055,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,572.9,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
3056,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
3057,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,1780.0,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,22.392.165/0001-99,250000020854
3058,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,174.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,250000020854
3059,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,526.5,KALUNGA COM. E IND. GRAFICA LTDA,43.283.811/0101-12,250000020854
3060,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1115.25,PLANALTO INDUSTRIA DE ARTEFATOS DE PAPEL LTDA,61.450.235/0001-70,250000020854
3061,2017-03-01,RUTE COSTA,GABINETE DE VEREADOR,TELEFONE FIXO,118.34,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020854
3062,2017-04-01,RUTE COSTA,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,179.8,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,250000020854
3063,2017-04-01,RUTE COSTA,GABINETE DE VEREADOR,COMBUSTIVEL,590.06,AUTO POSTO TUPI LTDA.,63.045.884/0001-10,250000020854
3064,2017-04-01,RUTE COSTA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6900.0,LIBERALINA FREIRE MOURA ME,25.217.978/0001-30,250000020854
3065,2017-04-01,RUTE COSTA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,715.0,SOLARYS SOLUÇÕES DIGITAIS LTDA-ME,08.648.207/0001-89,250000020854
3066,2017-04-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,2942.34,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
3067,2017-04-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
3068,2017-04-01,RUTE COSTA,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,1780.0,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,22.392.165/0001-99,250000020854
3069,2017-04-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,35.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,250000020854
3070,2017-04-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,257.88,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0018-06,250000020854
3071,2017-04-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,128.3,KALUNGA COM. E IND. GRAFICA LTDA,43.283.811/0101-12,250000020854
3072,2017-04-01,RUTE COSTA,GABINETE DE VEREADOR,TELEFONE FIXO,90.49,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020854
3073,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,89.9,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,250000020854
3074,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,COMBUSTIVEL,438.0,AUTO POSTO TUPI LTDA.,63.045.884/0001-10,250000020854
3075,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6900.0,LIBERALINA FREIRE MOURA ME,25.217.978/0001-30,250000020854
3076,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,715.0,SOLARYS SOLUÇÕES DIGITAIS LTDA-ME,08.648.207/0001-89,250000020854
3077,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,2901.7,VICTOR PUREZA ALEIXO,23.617.809/0001-62,250000020854
3078,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,969.5,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
3079,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
3080,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,LIVROS,782.4,SARAIVA E SICILIANO S/A,61.365.284/0107-62,250000020854
3081,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,1780.0,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,22.392.165/0001-99,250000020854
3082,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,64.35,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000020854
3083,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,450.0,JOSEFA ARENA THOMAZ ME,25.311.877/0001-24,250000020854
3084,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,287.4,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0018-06,250000020854
3085,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,339.4,KALUNGA COMÉRCIO INDÚSTRIA GRÁFICA LTDA,43.283.811/0030-94,250000020854
3086,2017-05-01,RUTE COSTA,GABINETE DE VEREADOR,TELEFONE FIXO,189.33,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020854
3087,2017-06-01,RUTE COSTA,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,89.9,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,250000020854
3088,2017-06-01,RUTE COSTA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,375.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,250000020854
3089,2017-06-01,RUTE COSTA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7200.0,LIBERALINA FREIRE MOURA ME,25.217.978/0001-30,250000020854
3090,2017-06-01,RUTE COSTA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,715.0,SOLARYS SOLUÇÕES DIGITAIS LTDA-ME,08.648.207/0001-89,250000020854
3091,2017-06-01,RUTE COSTA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,500.0,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,22.392.165/0001-99,250000020854
3092,2017-06-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1424.16,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
3093,2017-06-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
3094,2017-06-01,RUTE COSTA,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,1780.0,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,22.392.165/0001-99,250000020854
3095,2017-06-01,RUTE COSTA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,801.6,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0018-06,250000020854
3096,2017-06-01,RUTE COSTA,GABINETE DE VEREADOR,TELEFONE FIXO,156.39,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020854
3097,2017-07-01,RUTE COSTA,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,89.9,S.A O ESTADO DE S. PAULO,61.533.949/0001-41,250000020854
3098,2017-07-01,RUTE COSTA,GABINETE DE VEREADOR,COMBUSTIVEL,1383.0,AUTO POSTO TUPI LTDA.,63.045.884/0001-10,250000020854
3099,2017-07-01,RUTE COSTA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1680.0,RUSH SERVIÇOS GRÁFICOS LTDA,02.223.608/0001-00,250000020854
3100,2017-07-01,RUTE COSTA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6300.0,LIBERALINA FREIRE MOURA ME,25.217.978/0001-30,250000020854
3101,2017-07-01,RUTE COSTA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,715.0,SOLARYS SOLUÇÕES DIGITAIS LTDA-ME,08.648.207/0001-89,250000020854
3102,2017-07-01,RUTE COSTA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1419.12,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020854
